tag,estimator,variant,sigma_obs,sim_seed,est_seed,block,coverage,rung,cal_skill,cal_skill_sd,cal_pearson,cal_spearman,cal_sign_accuracy,n_split_seeds,n_params
oracle_nuisance,oracle,nuisance,0.15,0,101,rank2,0.4,lowrank,-0.003538713595236137,0.006333304040986426,-0.007235336975740861,-0.01717270244878499,0.46828680275910506,8,204
oracle_nuisance,oracle,nuisance,0.15,0,101,rank2,0.7,lowrank,-0.0016107647828271648,0.0031623106488507424,0.009196349870584585,-0.007060085799216946,0.5034161687906084,8,204
oracle_nuisance,oracle,nuisance,0.15,1,102,rank2,0.05,lowrank,-0.01621669002200113,0.027167560660155052,0.014763966848924604,0.011769766159885524,0.5156720469267013,8,204
oracle_nuisance,oracle,nuisance,0.15,1,102,rank2,0.1,lowrank,-0.018255898319338326,0.04805788818990956,0.01667999552954926,0.019265179014258154,0.5147151672315925,8,204
oracle_nuisance,oracle,nuisance,0.15,1,102,rank2,0.2,lowrank,-0.005537647942019941,0.010427497711062108,0.025936970005107692,0.030152059376711005,0.4994544533662362,8,204
oracle_nuisance,oracle,nuisance,0.15,1,102,rank2,0.4,lowrank,-0.00047214433066755657,0.0019130818086242466,0.02721463968340045,0.03648946961129693,0.5144129348166494,8,204
oracle_nuisance,oracle,nuisance,0.15,1,102,rank2,0.7,lowrank,-0.0006075440610188859,0.0042180605005299405,0.027675921684715915,0.03496519469572756,0.506929476436626,8,204
oracle_nuisance,oracle,nuisance,0.15,2,103,rank2,0.05,lowrank,-0.04234503784716914,0.11271937128877382,-0.0016782980937295607,0.0053242700765143884,0.5295860362960381,8,204
oracle_nuisance,oracle,nuisance,0.15,2,103,rank2,0.1,lowrank,-0.01721170012703971,0.01598621354945686,0.008261932115027893,0.00946562790991268,0.5454005686570811,8,204
oracle_nuisance,oracle,nuisance,0.15,2,103,rank2,0.2,lowrank,-0.002363941458651958,0.0033230152648862994,0.02272354112099859,0.018182825635984265,0.5435784571081913,8,204
oracle_nuisance,oracle,nuisance,0.15,2,103,rank2,0.4,lowrank,-0.001699799564017515,0.0022854235942807127,0.009433566439551016,0.015692396455152195,0.5378028244995472,8,204
oracle_nuisance,oracle,nuisance,0.15,2,103,rank2,0.7,lowrank,-0.002040019609842847,0.0028089298972100002,0.016681363552694485,0.026709221569585488,0.5448886860708233,8,204
oracle_nuisance,oracle,nuisance,0.15,3,104,rank2,0.05,lowrank,-0.03134177670126864,0.05915208789972439,0.0028638034447303284,-0.006598543114313783,0.5198608743716194,8,204
oracle_nuisance,oracle,nuisance,0.15,3,104,rank2,0.1,lowrank,-0.038180628557588164,0.08781143702652323,-0.0035986208836251902,-0.00024435212290866104,0.5144270372606884,8,204
oracle_nuisance,oracle,nuisance,0.15,3,104,rank2,0.2,lowrank,-0.011695069644732797,0.015355728320453559,-0.019506597885487507,-0.0029100265125137693,0.46474017720955074,8,204
oracle_nuisance,oracle,nuisance,0.15,3,104,rank2,0.4,lowrank,-0.0027868623618445276,0.004708961428041105,-0.020633420052549013,-0.03413787879445938,0.4774570193498393,8,204
