screen,coverage,rung,metric,n_split_seeds,n_missing,mean,sd,ci_lo,ci_hi,n_seeds_positive,p_ttest,p_wilcoxon,flexible_diagnostic
A375,0.4,lowrank,heldout_skill,8,0,0.2176814663702682,0.07202158396571907,0.15746991536601612,0.27789301737452027,8,5.9531312365930705e-05,0.0078125,False
A375,0.4,mlp,heldout_skill,8,0,-0.008623393669801027,0.07226152343021464,-0.06903553908629603,0.05178875174669398,3,0.7456107755030389,0.7421875,True
A375,0.4,mlp_ordered,heldout_skill,8,0,0.13189176461181965,0.12077112054620187,0.030924581106531013,0.23285894811710828,7,0.017594885288544256,0.0234375,True
A375,0.4,potential,heldout_skill,8,0,0.0022012345753229245,0.0052330506320214945,-0.0021737052369946277,0.006576174387640477,4,0.2729275301490896,0.4609375,False
A375,0.4,zero,heldout_skill,8,0,0.0,0.0,0.0,0.0,0,,,False
A375,0.7,lowrank,heldout_skill,8,0,0.3680111875514389,0.031899232425076154,0.3413427618601464,0.39467961324273143,8,6.569623567106138e-09,0.0078125,False
A375,0.7,mlp,heldout_skill,8,0,0.27534932644968657,0.04969826187290881,0.23380053975530263,0.3168981131440705,8,1.0427353563377215e-06,0.0078125,True
A375,0.7,mlp_ordered,heldout_skill,8,0,0.3184530665836769,0.10003149173748281,0.2348246466693117,0.4020814864980421,8,4.2522308613320355e-05,0.0078125,True
A375,0.7,potential,heldout_skill,8,0,0.0019138725887312552,0.0060944195276859,-0.0031811896416028204,0.007008934819065331,4,0.4039035301299955,0.9453125,False
A375,0.7,zero,heldout_skill,8,0,0.0,0.0,0.0,0.0,0,,,False
PANC1,0.05,lowrank,heldout_skill,8,0,-0.21352531185904972,0.1157976856755071,-0.31033459976007477,-0.11671602395802468,0,0.0012318919260033818,0.0078125,False
PANC1,0.05,mlp,heldout_skill,8,0,-0.1696560331058531,0.15532945563008016,-0.299514707757954,-0.03979735845375215,1,0.017584190518208705,0.0234375,True
PANC1,0.05,mlp_ordered,heldout_skill,8,0,-0.11258302509925819,0.16578187320228446,-0.25118013952333196,0.02601408932481558,2,0.09621722247677063,0.1484375,True
PANC1,0.05,potential,heldout_skill,8,0,-0.009131422887564786,0.027634585545488123,-0.032234514564158864,0.01397166878902929,3,0.3810999032438625,0.3828125,False
PANC1,0.05,zero,heldout_skill,8,0,0.0,0.0,0.0,0.0,0,,,False
PANC1,0.1,lowrank,heldout_skill,8,0,-0.22263603733748152,0.19955387268445662,-0.389467249893919,-0.05580482478104404,0,0.0160266182779359,0.0078125,False
PANC1,0.1,mlp,heldout_skill,8,0,-0.22342368895239492,0.1302309897997676,-0.33229952106954613,-0.1145478568352437,0,0.0018511381746893053,0.0078125,True
PANC1,0.1,mlp_ordered,heldout_skill,8,0,-0.18620224070431823,0.13613386207356518,-0.30001299754007216,-0.0723914838685643,0,0.006142090014661991,0.0078125,True
PANC1,0.1,potential,heldout_skill,8,0,0.0003625651023011073,0.0026391178871152054,-0.0018437926659744027,0.0025689228705766173,2,0.7091404033642714,0.640625,False
PANC1,0.1,zero,heldout_skill,8,0,0.0,0.0,0.0,0.0,0,,,False
PANC1,0.2,lowrank,heldout_skill,8,0,-0.09797684824063554,0.057016421695045554,-0.1456437696541558,-0.0503099268271153,0,0.0018343959529346324,0.0078125,False
PANC1,0.2,mlp,heldout_skill,8,0,-0.12585358458887141,0.15082806735368137,-0.25194900446552426,0.00024183528778143337,1,0.05033468271524583,0.0390625,True
PANC1,0.2,mlp_ordered,heldout_skill,8,0,-0.032068625526058395,0.04942125927140454,-0.07338583225023892,0.009248581198122142,2,0.1090913042185176,0.1953125,True
PANC1,0.2,potential,heldout_skill,8,0,-0.0008681472726633499,0.0038564590307322046,-0.00409222770576331,0.0023559331604366103,4,0.5445574854268883,0.84375,False
PANC1,0.2,zero,heldout_skill,8,0,0.0,0.0,0.0,0.0,0,,,False
PANC1,0.4,lowrank,heldout_skill,8,0,0.22127451400671036,0.03340626248108166,0.19334617965907241,0.2492028483543483,8,3.065837588800258e-07,0.0078125,False
PANC1,0.4,mlp,heldout_skill,8,0,-0.014424142628223113,0.05464109619383169,-0.06010524222704798,0.031256956970601754,3,0.47959732027092905,0.546875,True
PANC1,0.4,mlp_ordered,heldout_skill,8,0,0.12529306448558938,0.07558909146879528,0.06209900257069462,0.18848712640048415,7,0.0022390262712107577,0.015625,True
PANC1,0.4,potential,heldout_skill,8,0,-0.0011468344961317184,0.003654393362480091,-0.004201983803029823,0.0019083148107663862,4,0.4042067917738066,0.84375,False
PANC1,0.4,zero,heldout_skill,8,0,0.0,0.0,0.0,0.0,0,,,False
PANC1,0.7,lowrank,heldout_skill,8,0,0.3691276015466076,0.06401270569864723,0.3156116403324131,0.4226435627608021,8,7.933859388259942e-07,0.0078125,False
PANC1,0.7,mlp,heldout_skill,8,0,0.25225927907964285,0.10572698795452641,0.1638693051687663,0.3406492529905194,8,0.00026537842085546065,0.0078125,True
PANC1,0.7,mlp_ordered,heldout_skill,8,0,0.34320702646471835,0.06938596640639877,0.28519890688147265,0.40121514604796404,8,2.2567025135915005e-06,0.0078125,True
PANC1,0.7,potential,heldout_skill,8,0,0.001797926766029398,0.003995948157231063,-0.0015427694951634617,0.005138623027222258,7,0.24379199805874427,0.078125,False
PANC1,0.7,zero,heldout_skill,8,0,0.0,0.0,0.0,0.0,0,,,False
