family,tag,regime,sparsity_mode,observation_map,pair_coverage,seed,n_params,n_pair_params,pair_hidden,identifiable_latents,n_train_pairs,n_val_pairs,n_test_pairs,n_eligible_pairs,min_train_degree,mean_train_degree,n_isolated_interventions,test_mse_sim,test_mae_sim,test_mse_ord,test_mae_ord,test_mse,test_rmse,test_mae,test_r2,train_mse_sim,train_mae_sim,train_mse_ord,train_mae_ord,train_mse_single,train_mae_single,train_mse,train_rmse,train_mae,train_r2,test_pred_S_rms,test_pred_A_rms,test_true_S_rms,test_true_A_rms,test_S_proj_pearson,test_S_pearson,test_S_spearman,test_S_nrmse,test_A_pearson,test_A_spearman,test_A_nrmse,test_topo_auroc_S,test_topo_auprc_S,test_topo_auroc_A,test_topo_auprc_A,test_topo_base_rate,test_topk_S_overlap,sym_residual,sym_residual_rel,antisym_residual,antisym_residual_rel,pair_net_order_asymmetry,final_test_mse_sim,final_test_mae_sim,final_test_mse_ord,final_test_mae_ord,final_test_mse,final_test_rmse,final_test_mae,final_test_r2,final_test_pred_S_rms,final_test_pred_A_rms,final_test_true_S_rms,final_test_true_A_rms,final_test_S_proj_pearson,final_test_S_pearson,final_test_S_spearman,final_test_S_nrmse,final_test_A_pearson,final_test_A_spearman,final_test_A_nrmse,final_test_topo_auroc_S,final_test_topo_auprc_S,final_test_topo_auroc_A,final_test_topo_auprc_A,final_test_topo_base_rate,final_test_topk_S_overlap,test_true_v_additive_mse,noise_floor_mse,interaction_variance_share,n_restarts,restart_train_mse_worst,best_val_mse,best_epoch,epochs_run,final_train_mse,max_epochs,patience,emb_dim,pair_mode,n_interventions,simultaneity_defect,condition,skill_vs_additive_family
algebra,regime_symmetric,symmetric,latent,identity,0.1,1,13324,11336,48,True,202,60,242,302,2,6.3125,0,0.6003794031031854,0.4393355371407666,0.6001163275716863,0.4385285355243129,0.6002040194155194,0.7747283520147688,0.4387975360631308,0.7571700191003595,0.03040214438202734,0.13551219004414367,0.03080352192220368,0.1349928300367569,0.04123207415941903,0.1487221645591608,0.03167866980289944,0.17798502690647727,0.1364608720232136,0.9854245794884916,0.3787565529346466,0.0,0.7236853112125092,0.0,0.08556151302174288,0.08556151302174288,0.22425055280581496,1.0922569790299306,,,,0.6521237917885963,0.4310730589290981,,,0.2603305785123967,0.375,0.0,0.0,0.0,0.0,0.0,0.6452261050031443,0.4394346250906606,0.6445230825674868,0.4405464748662747,0.6447574233793725,0.8029678844009719,0.4401758582744033,0.7391446445883862,0.45975542068481445,3.313364190763064e-14,0.7236853112125092,0.0,0.0815987258207281,0.0815987258207281,0.23053473669593375,1.1582229084517346,,,,0.6141704353994857,0.37515052391994563,,,0.2603305785123967,0.2916666666666667,0.5270846839543126,0.0025000000000000005,0.20940897819943768,2,0.036237142980098724,0.19135117530822754,830,5000,0.03167866915464401,5000,5000,8,outer,64,0.0,31f9f2a4431d,-0.13917156069744197
algebra,regime_symmetric,symmetric,latent,identity,0.1,2,13324,11336,48,True,202,74,294,368,1,6.3125,0,0.5836600603564255,0.5030809035329459,0.5832750098579829,0.5032363417045034,0.5834033600241305,0.7638084576804125,0.5031845289806509,0.7718175915481147,0.022752397313349153,0.11721131497934248,0.021754121664965705,0.11415392095208539,0.05407836070304641,0.16615265683002922,0.02514278282826514,0.15856475909944537,0.12004274586207696,0.9901858550681601,0.5441049337387085,8.67518015567172e-15,0.6634971332151967,0.0,0.18772836384202798,0.18772836384202798,0.2147389273289,1.1427250478561488,,,,0.5688244766505636,0.2812933110765288,,,0.23469387755102042,0.27586206896551724,0.0,0.0,0.0,0.0,0.0,0.591670471126655,0.5059707495134064,0.5913146952978664,0.5057923771417603,0.5914332872407959,0.769046999370517,0.5058518345989755,0.7686769032052908,0.5447805523872375,3.436929448098389e-18,0.6634971332151967,0.0,0.18807153744407265,0.18807153744407265,0.21233096003484986,1.1477299721943386,,,,0.5632850241545894,0.27701449806050205,,,0.23469387755102042,0.3103448275862069,0.44285426920710075,0.0025000000000000005,0.17200928266553367,2,0.025196610018610954,0.5133845806121826,4090,5000,0.025142783299088478,5000,5000,8,outer,64,0.0,31f9f2a4431d,-0.16819304800849721
unconstrained,regime_antisymmetric,antisymmetric,latent,identity,0.1,0,13396,11408,76,True,202,66,266,332,1,6.3125,0,0.010413997746937874,0.07749588228876328,0.425029617501313,0.3860366679633688,0.2868244109165213,0.5355599041344686,0.2831897394051669,0.8689540028860601,0.0064236716902165035,0.06182956290287407,0.04903176037691218,0.151723140438554,0.006059916551020429,0.06127852546883834,0.03208096646710681,0.17911160338489188,0.1159814120500926,0.9857217060848614,0.016038784757256508,0.46860256791114807,0.0,0.5842553322044434,,,,,0.28354144079620275,0.3798366490744563,1.1019059478758833,0.566189694268512,0.28963198814907,0.630229103135507,0.3133744880529266,0.23684210526315788,,0.0,0.0,0.0,0.0,0.015395324677228928,0.006466768768723186,0.06111254213384227,0.4890629340920726,0.40845794637316596,0.3281975456509561,0.5728852814054103,0.29267614496005806,0.8500512056043413,0.012161077000200748,0.5210046172142029,0.0,0.5842553322044434,,,,,0.2467567381456502,0.31880751273987384,1.1906719754407273,0.5806552506059895,0.28425826472036353,0.6443818906873094,0.31796231068332914,0.23684210526315788,,0.22794240957039105,0.0025000000000000005,0.10398690483187885,2,0.035589754581451416,0.3852722942829132,1000,5000,0.03208096697926521,5000,5000,8,outer,64,0.0,074ee4f789dd,-0.2541941387374633
unconstrained,regime_antisymmetric,antisymmetric,latent,identity,0.1,1,13396,11408,76,True,202,60,242,302,2,6.3125,0,0.01291025154397387,0.0834936806959745,0.6208049217146517,0.45551981861431673,0.4181733649910925,0.6466632547091975,0.3315111059748693,0.8243897048524769,0.008025937814607934,0.06595463522260245,0.0857866463274731,0.19498662969282496,0.008912348587933328,0.06648972694600558,0.05499915651414577,0.23451898966639304,0.14381011527673335,0.9742007741975826,0.026348290964961052,0.5044141411781311,0.0,0.6716918191595322,,,,,0.15900661753643383,0.1701028898312942,1.1602325267512217,0.5457125121929591,0.32281841336031847,0.6198457036445864,0.3241790225320009,0.2603305785123967,,0.0,0.0,0.0,0.0,0.038649048656225204,0.005857266267388608,0.0614540270595669,0.6720678661714982,0.4660422730053963,0.44999766620346165,0.6708186537384464,0.3311795243567865,0.8110252120448422,0.00912901945412159,0.558862030506134,0.0,0.6716918191595322,,,,,0.1218728929603618,0.21510845916730492,1.2149231657635085,0.5321450740445154,0.29939802601255844,0.5827791079187726,0.33270537085947266,0.2603305785123967,,0.30257963439118124,0.0025000000000000005,0.1264330529684223,2,0.0659908801317215,0.15653301775455475,540,5000,0.054999154061079025,5000,5000,8,outer,64,0.0,074ee4f789dd,-0.3798113631948943
unconstrained,regime_antisymmetric,antisymmetric,latent,identity,0.1,2,13396,11408,76,True,202,74,294,368,1,6.3125,0,0.00784545503196162,0.07029797460335756,0.6494309477341965,0.5045001096420728,0.43556911683345156,0.6599766032470027,0.35976606462916777,0.8001789444200239,0.004853335232152708,0.0551583223329913,0.05822603002765615,0.1773132148699667,0.004718791937991296,0.055521180599131185,0.03702342168970056,0.19241471276828226,0.12885056041354506,0.983275300425548,0.011994956061244011,0.6263898015022278,0.0,0.6956231010395416,,,,,0.258748033395087,0.31643431480303125,1.1520770847509472,0.518389694041868,0.26922747405016045,0.556328502415459,0.27281046916642415,0.23469387755102042,,0.0,0.0,0.0,0.0,0.021643882617354393,0.00784545503196162,0.07029797460335756,0.6494309477341965,0.5045001096420728,0.43556911683345156,0.6599766032470027,0.35976606462916777,0.8001789444200239,0.011994956061244011,0.6263898015022278,0.0,0.6956231010395416,,,,,0.258748033395087,0.31643431480303125,1.1520770847509472,0.518389694041868,0.26922747405016045,0.556328502415459,0.27281046916642415,0.23469387755102042,,0.3241193537059187,0.0025000000000000005,0.1482200660466993,2,0.044951245188713074,0.30960413813591003,4999,5000,0.03702342137694359,5000,5000,8,outer,64,0.0,074ee4f789dd,-0.34124392847241447
shared_pair,regime_antisymmetric,antisymmetric,latent,identity,0.1,0,13396,11408,76,True,202,66,266,332,1,6.3125,0,0.008435506882721962,0.07073055263382082,0.4295702394640667,0.38163707898051435,0.28919199527028516,0.5377657438609168,0.2780015701982832,0.8678722872419873,0.005304916947503269,0.05697347398010988,0.044506091089937715,0.14666968739525285,0.005065223143151514,0.05735270217448131,0.02891974373864506,0.1700580599049779,0.11109517670273306,0.9871286732750323,0.017143888399004936,0.48982271552085876,0.0,0.5842553322044434,,,,,0.3067945563889263,0.3687761910606493,1.1125296858407607,0.5485182578778638,0.30061550651011615,0.642583470169677,0.37031746286384326,0.23684210526315788,,0.0,0.0,0.0,0.0,0.014462076127529144,0.008435506882721962,0.07073055263382082,0.4295702394640667,0.38163707898051435,0.28919199527028516,0.5377657438609168,0.2780015701982832,0.8678722872419873,0.017143888399004936,0.48982271552085876,0.0,0.5842553322044434,,,,,0.3067945563889263,0.3687761910606493,1.1125296858407607,0.5485182578778638,0.30061550651011615,0.642583470169677,0.37031746286384326,0.23684210526315788,,0.22794240957039105,0.0025000000000000005,0.10398690483187885,2,0.02992253005504608,0.42949968576431274,4999,5000,0.02891974151134491,5000,5000,8,outer,64,0.0,0cc9527fdc42,-0.2645468503841768
shared_pair,regime_antisymmetric,antisymmetric,latent,identity,0.1,1,13396,11408,76,True,202,60,242,302,2,6.3125,0,0.007140075507514723,0.06676800918641146,0.6020220649258782,0.44806129599953193,0.40372806845309034,0.6353959934191357,0.32096353372849173,0.8304559515360409,0.005422297785811722,0.05734230984047677,0.06280439736258456,0.16709553974411165,0.00511514705635069,0.055679669037839455,0.03999350761018592,0.1999837683668,0.1233630499445062,0.9812396844086053,0.020137256011366844,0.5028045773506165,0.0,0.6716918191595322,,,,,0.16720871608056073,0.2828852251082856,1.149532670487665,0.43672962667376075,0.24318413638080982,0.5975880109958323,0.3165598461689276,0.2603305785123967,,0.0,0.0,0.0,0.0,0.03517642989754677,0.004747831702033707,0.055220195031269584,0.6130727054738712,0.45263815441466687,0.41029774754992543,0.640544883321946,0.32016550128686777,0.827697040084939,0.011044207960367203,0.5537071228027344,0.0,0.6716918191595322,,,,,0.21789245349258865,0.28496499425708527,1.1614012400132694,0.5172474949011262,0.27863068964155246,0.594129644408974,0.3210825380667496,0.2603305785123967,,0.30257963439118124,0.0025000000000000005,0.1264330529684223,2,0.05138278752565384,0.15864728391170502,770,5000,0.03999350592494011,5000,5000,8,outer,64,0.0,0cc9527fdc42,-0.3321474372337565
shared_pair,regime_antisymmetric,antisymmetric,latent,identity,0.1,2,13396,11408,76,True,202,74,294,368,1,6.3125,0,0.009020742450012779,0.07410818073238534,0.7090188847481913,0.5134441634073452,0.4756861706487985,0.6897000584665761,0.3669988358490252,0.7817749030627794,0.005313540646366596,0.05764986309805836,0.061274103975607785,0.180967876690981,0.004717135102784216,0.0533604918731993,0.03899995501983549,0.1974840626983238,0.13159905374455053,0.9823824351895238,0.02213396318256855,0.6341772675514221,0.0,0.6956231010395416,,,,,0.21451219804993685,0.2479343331015521,1.202730481042109,0.5372624798711755,0.2573937117197135,0.5274718196457328,0.2637383516550966,0.23469387755102042,,0.0,0.0,0.0,0.0,0.024332575500011444,0.007205553084168822,0.06729387039465765,0.7167120716594895,0.5167631094571048,0.4802098988010493,0.6929717878824861,0.3669400297696223,0.7796996041042326,0.016288232058286667,0.6369286775588989,0.0,0.6956231010395416,,,,,0.2058486806957477,0.23305173286992822,1.2112656436964282,0.5327536231884058,0.25795162487898626,0.5270853462157811,0.2565117394322375,0.23469387755102042,,0.3241193537059187,0.0025000000000000005,0.1482200660466993,2,0.042676351964473724,0.2868827283382416,1410,5000,0.03899995610117912,5000,5000,8,outer,64,0.0,0cc9527fdc42,-0.4647759989947817
algebra,regime_antisymmetric,antisymmetric,latent,identity,0.1,0,13324,11336,48,True,202,66,266,332,1,6.3125,0,0.005755414922538147,0.06031503375064952,0.49767610230127046,0.4062314006469018,0.3337025398416931,0.5776699229159271,0.2909259450148177,0.8475360519933695,0.004160000235218349,0.05200034107529633,0.04544331133179465,0.14474907795072722,0.003921283635343839,0.05043255360864289,0.029030417877942014,0.1703831502172149,0.10777668629889076,0.9870794154731731,0.011005688458681107,0.5146993398666382,0.0,0.5842553322044434,,,,,0.21721191420501942,0.3017120923997507,1.203475483036915,,,0.6390648213308312,0.3271209008257421,0.23684210526315788,,0.0,0.0,0.0,0.0,0.0,0.005755414922538147,0.06031503375064952,0.49767610230127046,0.4062314006469018,0.3337025398416931,0.5776699229159271,0.2909259450148177,0.8475360519933695,0.011005688458681107,0.5146993398666382,0.0,0.5842553322044434,,,,,0.21721191420501942,0.3017120923997507,1.203475483036915,,,0.6390648213308312,0.3271209008257421,0.23684210526315788,,0.22794240957039105,0.0025000000000000005,0.10398690483187885,2,0.031567156314849854,0.46186041831970215,4999,5000,0.029030418023467064,5000,5000,8,outer,64,0.0,d0bdaf461885,-0.45917764884058854
algebra,regime_antisymmetric,antisymmetric,latent,identity,0.1,1,13324,11336,48,True,202,60,242,302,2,6.3125,0,0.010347216604666608,0.0779896109416369,0.5925679852856185,0.45121550458752674,0.3984943957253012,0.6312641251689353,0.32680687337223013,0.8326538122545306,0.006928321806490068,0.06320906587869933,0.06711725951545292,0.183199344809308,0.006690495983284136,0.05950318667755859,0.04319863521206591,0.20784281371282942,0.1352074187430171,0.979736210247048,0.012105847708880901,0.5045168995857239,0.0,0.6716918191595322,,,,,0.19073517663314699,0.24693792360081815,1.1377743133198763,0.5413673849428039,0.3193956729663056,0.6149685199964529,0.3338423209398339,0.2603305785123967,,0.0,0.0,0.0,0.0,0.0,0.005416347029470054,0.05809251091926517,0.5413302771917939,0.4494756720513684,0.3626923004710193,0.6022394046149914,0.3190146183406673,0.8476887643601917,0.007408134639263153,0.5000906586647034,0.0,0.6716918191595322,,,,,0.23345934357702874,0.27968036964642023,1.0910833149021988,,,0.5649552185865035,0.32114890280896013,0.2603305785123967,,0.30257963439118124,0.0025000000000000005,0.1264330529684223,2,0.045301105827093124,0.16620376706123352,500,5000,0.043198633939027786,5000,5000,8,outer,64,0.0,d0bdaf461885,-0.3148783289987056
algebra,regime_antisymmetric,antisymmetric,latent,identity,0.1,2,13324,11336,48,True,202,74,294,368,1,6.3125,0,0.00539277637639133,0.05864155343538429,0.863226335419615,0.5446457407097648,0.5772818157385404,0.7597906394122926,0.38264434495163796,0.735167032441127,0.003513176033997113,0.04768064755689639,0.06167373235778637,0.18075743639572545,0.003640109741552453,0.04915627481442325,0.038595248440108164,0.1964567342701903,0.1280649204455063,0.9825652544874934,0.012317229993641376,0.6917503476142883,0.0,0.6956231010395416,,,,,0.10482971746018852,0.16068403412733173,1.333008528596902,,,0.5759742351046698,0.28478918383466273,0.23469387755102042,,0.0,0.0,0.0,0.0,0.0,0.00539277637639133,0.05864155343538429,0.863226335419615,0.5446457407097648,0.5772818157385404,0.7597906394122926,0.38264434495163796,0.735167032441127,0.012317229993641376,0.6917503476142883,0.0,0.6956231010395416,,,,,0.10482971746018852,0.16068403412733173,1.333008528596902,,,0.5759742351046698,0.28478918383466273,0.23469387755102042,,0.3241193537059187,0.0025000000000000005,0.1482200660466993,2,0.04740458354353905,0.35528311133384705,4999,5000,0.03859524428844452,5000,5000,8,outer,64,0.0,d0bdaf461885,-0.7776185235669684
additive,misspec_0.3,both,latent,identity,0.1,1,1988,0,48,True,202,60,242,302,2,6.3125,0,0.6107403205539873,0.49485204888832346,0.9880485593610725,0.6007245029049465,0.8622791464253774,0.9285898698701044,0.5654336848994055,0.691507337102633,0.412168065271464,0.3528486061451981,0.8298152830795369,0.4675300266741211,0.13543167630163067,0.23509151899432826,0.6375685833317507,0.7984789185268142,0.4107513528855402,0.746710618829012,0.0,0.0,0.7236853112125092,0.6716918191595322,,,,0.9999999999990453,,,0.9999999999988918,,,,,0.2603305785123967,,0.0,0.0,0.0,0.0,0.0,0.6121040038325041,0.4947737497469264,0.9881996530789332,0.6005765703046557,0.8628344366634567,0.9288888182465417,0.5653089634520793,0.6913086741001283,0.0,0.0,0.7236853112125092,0.6716918191595322,,,,0.9999999999990453,,,0.9999999999988918,,,,,0.2603305785123967,,0.8590391082157544,0.0025000000000000005,0.3045387150852265,2,0.6383901834487915,0.4766843914985657,4990,5000,0.6375685334205627,5000,5000,8,outer,64,0.3,071a1633e073,0.0
additive,misspec_0.3,both,latent,identity,0.1,2,1988,0,48,True,202,74,294,368,1,6.3125,0,0.535685186736011,0.49298377564997586,0.9866291105132489,0.6106061188436985,0.8363144692541693,0.9145023068610431,0.5713986711124576,0.7077531066713507,0.37445186721876117,0.37325965267627437,0.8767846923081531,0.530949348848546,0.12218752829537449,0.24026131979628812,0.6532541711665487,0.8082414064909993,0.455639867525944,0.774363736564496,0.0,0.0,0.6634971332151967,0.6956231010395416,,,,0.9999999999988642,,,0.9999999999989667,,,,,0.23469387755102042,,0.0,0.0,0.0,0.0,0.0,0.5549440054497893,0.49747511621203416,1.0047128307831756,0.6126157476197466,0.8547898890053803,0.9245484784506328,0.5742355371505091,0.7012969418867698,0.0,0.0,0.6634971332151967,0.6956231010395416,,,,0.9999999999988642,,,0.9999999999989667,,,,,0.23469387755102042,,0.7719694947770736,0.0025000000000000005,0.2690346561113594,2,0.6545289158821106,0.7230384349822998,530,5000,0.6532541513442993,5000,5000,8,outer,64,0.3,071a1633e073,0.0
additive,misspec_0.3,both,latent,identity,0.1,0,1988,0,48,True,202,66,266,332,1,6.3125,0,0.4636846246076573,0.4389263589908121,0.8340267803770194,0.5530426454804744,0.7105793951205651,0.8429587149561746,0.5150038833172537,0.7371314632193893,0.2948648451009147,0.3450219864975948,0.7934042409789583,0.5051206740701172,0.11905295015805717,0.22227967460421977,0.5786826878746262,0.7607119611749418,0.4298344668231516,0.7970769201077426,0.0,0.0,0.6749444343461529,0.5842553322044434,,,,0.9999999999989024,,,0.9999999999985353,,,,,0.23684210526315788,,0.0,0.0,0.0,0.0,0.0,0.46590009377904706,0.44133656804740823,0.835433850188357,0.5548994589603586,0.7122559313852537,0.8439525646535199,0.5170451619893751,0.7365112529546609,0.0,0.0,0.6749444343461529,0.5842553322044434,,,,0.9999999999989024,,,0.9999999999985353,,,,,0.23684210526315788,,0.6815428349123204,0.0025000000000000005,0.25105102738535434,2,0.5788411498069763,1.0550904273986816,590,5000,0.5786827206611633,5000,5000,8,outer,64,0.3,071a1633e073,0.0
unconstrained,misspec_0.3,both,latent,identity,0.1,1,13396,11408,76,True,202,60,242,302,2,6.3125,0,0.7088696504976516,0.470968687314433,1.4071842570751472,0.6602683834297011,1.1744127215493154,1.0837032442275494,0.5971684847246117,0.5798370987942638,0.057996089570025264,0.17159539812516658,0.09343234928471365,0.2244578388218084,0.03675106397195288,0.14410959465378537,0.07733424969906627,0.27809036247066576,0.20084515128826344,0.9692771181615659,0.4014957845211029,0.621103048324585,0.7236853112125092,0.6716918191595322,0.07619201500030803,0.07619201500030803,0.2575948088962046,1.1165415300722756,0.0706781416212779,0.2327504052639222,1.3087976943873163,0.6250775915580385,0.32349047977882844,0.5591912742750732,0.31428601349974034,0.2603305785123967,0.20833333333333334,0.0,0.0,0.0,0.0,0.42527076601982117,0.6688704270212082,0.4652702507491504,1.1841884434348644,0.6218740610808968,1.012415771296979,1.0061887354254067,0.5696727909703146,0.6377938182299234,0.4487350285053253,0.5581120848655701,0.7236853112125092,0.6716918191595322,0.12347964483691036,0.12347964483691036,0.2913573473110755,1.1186631517538714,0.21557498949836906,0.37351108638673086,1.1515158857674606,0.6447636782832313,0.3493199772301652,0.5920900948833909,0.32625740161600003,0.2603305785123967,0.25,0.8590391082157544,0.0025000000000000005,0.3045387150852265,2,0.08229602128267288,0.4475586414337158,1390,5000,0.07733425498008728,5000,5000,8,outer,64,0.3,f3f8aa4d540d,-0.36198669122163496
unconstrained,misspec_0.3,both,latent,identity,0.1,2,13396,11408,76,True,202,74,294,368,1,6.3125,0,0.6430983457670583,0.5184219810864185,1.3830086774946655,0.7485859785555072,1.1363719002521298,1.0660074578782879,0.6718646460658109,0.6028991847877166,0.054081935641992034,0.17860789886517445,0.12019160024977457,0.2600381664638052,0.060754439763915924,0.1831937365370365,0.09458245021713722,0.30754259902839026,0.22814718501569084,0.9673308926363848,0.5378860235214233,0.5730927586555481,0.6634971332151967,0.6956231010395416,0.1821532826031253,0.1821532826031253,0.19195915770137523,1.149380804299335,0.09113554372032572,0.10309752639414071,1.2254876210390995,0.5454428341384863,0.2708755163976261,0.5040901771336554,0.23934278942059345,0.23469387755102042,0.2413793103448276,0.0,0.0,0.0,0.0,0.36814984679222107,0.5475481967904816,0.4671558047176947,1.3066653390066998,0.7173421310532774,1.0536262916012937,1.0264630006002622,0.6339466889414164,0.6318143213228538,0.5140367746353149,0.6492480635643005,0.6634971332151967,0.6956231010395416,0.28544689585066996,0.28544689585066996,0.32893244068032723,1.0661539063178977,0.2163044952169889,0.2901234028637776,1.2153038452938691,0.5778421900161032,0.28921579454398716,0.5440257648953302,0.2755036036018058,0.23469387755102042,0.3103448275862069,0.7719694947770736,0.0025000000000000005,0.2690346561113594,2,0.09695505350828171,0.8083521127700806,1200,5000,0.0945824533700943,5000,5000,8,outer,64,0.3,f3f8aa4d540d,-0.35878541150382537
unconstrained,misspec_0.3,both,latent,identity,0.1,0,13396,11408,76,True,202,66,266,332,1,6.3125,0,0.38475760027223227,0.39162822882886533,0.8686334929604054,0.5651062755814169,0.7073415287310142,0.8410359853959961,0.507280259997233,0.7383292649090485,0.045170006837355975,0.15115927939249443,0.07018909567682018,0.19470769500927632,0.038853288395957586,0.14777679626625906,0.05965275595809334,0.2442391368271951,0.17709522116727178,0.979081936928965,0.4117075502872467,0.5252648591995239,0.6749444343461529,0.5842553322044434,0.3715850992205784,0.3715850992205784,0.41936683982587386,0.9362058954264855,0.2659561505173028,0.40974829484140707,1.1523841987530732,0.6539995308468215,0.3613475230974639,0.6323402924388145,0.3387964808773401,0.23684210526315788,0.15384615384615385,0.0,0.0,0.0,0.0,0.24678169190883636,0.39270025277048276,0.3953870967665391,0.8925598839091248,0.5708180236386945,0.7259400068629107,0.8520211305260631,0.5123410480146426,0.7314490277864278,0.42019301652908325,0.534218966960907,0.6749444343461529,0.5842553322044434,0.368207087331582,0.368207087331582,0.40632012509543947,0.9408943933687173,0.2623866117582704,0.3984656362126431,1.1630693931431,0.6598639455782312,0.36685751606679756,0.6364844788490108,0.3454033875111926,0.23684210526315788,0.19230769230769232,0.6815428349123204,0.0025000000000000005,0.25105102738535434,2,0.06859640032052994,0.7765123844146729,2590,5000,0.05965275689959526,5000,5000,8,outer,64,0.3,f3f8aa4d540d,0.0045566567392536506
shared_pair,misspec_0.3,both,latent,identity,0.1,1,13396,11408,76,True,202,60,242,302,2,6.3125,0,0.6539867931946626,0.4707486423041219,1.1134231595563597,0.6221237772539654,0.9602777041024607,0.979937602147433,0.5716653989373509,0.6564469553883908,0.03660671352156806,0.13936778452420215,0.06905444466526607,0.1914689630407972,0.03404815545498874,0.13944175886171373,0.055927811530214214,0.2364906161567816,0.17079108374555307,0.9777813381288197,0.5024594068527222,0.5046604871749878,0.7236853112125092,0.6716918191595322,0.22716612703684527,0.22716612703684527,0.29390154531610585,1.0765223702071303,0.24153215480814894,0.41834709897076305,1.0979337498861952,0.5992728562560965,0.3055025999193643,0.5790547131329254,0.3071349959565073,0.2603305785123967,0.16666666666666666,0.0,0.0,0.0,0.0,0.5895999670028687,0.6223126792750541,0.46565680666915876,1.1127556676451942,0.6306009495486468,0.9492746715218142,0.9743072777731953,0.5756195685888175,0.6603834472249632,0.5224906802177429,0.539774477481842,0.7236853112125092,0.6716918191595322,0.3020596548336761,0.3020596548336761,0.33743042563613423,1.0439144176981638,0.23272970580327892,0.4127371201431306,1.1291330338784564,0.6268511128846324,0.32035074617582093,0.567172120244746,0.320519522920772,0.2603305785123967,0.16666666666666666,0.8590391082157544,0.0025000000000000005,0.3045387150852265,2,0.05726481229066849,0.47416919469833374,1270,5000,0.055927813053131104,5000,5000,8,outer,64,0.3,28b23077aecd,-0.11365061776495633
shared_pair,misspec_0.3,both,latent,identity,0.1,0,13396,11408,76,True,202,66,266,332,1,6.3125,0,0.4092420908108649,0.4063709112728887,0.8824597894061231,0.5753920729345584,0.7247205565410371,0.8513052076318088,0.5190516857140018,0.7319001457388885,0.036350754877571834,0.13839150310150358,0.0598954554143158,0.1806208919870866,0.0333469967445838,0.13317604335941421,0.050260931737770825,0.22418949961532728,0.16335700114073018,0.9823753098542796,0.40992140769958496,0.48093342781066895,0.6749444343461529,0.5842553322044434,0.301499627019244,0.301499627019244,0.2452642099206039,0.9683482838681197,0.30518481553968324,0.31390650677998794,1.0872917353014326,0.6747204628978027,0.3942835931877256,0.6432871999374463,0.33646412934166536,0.23684210526315788,0.3076923076923077,0.0,0.0,0.0,0.0,0.45068076252937317,0.40635229070534656,0.40479856432527656,0.8766972119059873,0.5737303685102904,0.7199155715057738,0.8484783859980016,0.5174197671152858,0.7336776802327758,0.410621702671051,0.48072272539138794,0.6749444343461529,0.5842553322044434,0.3014029256992171,0.3014029256992171,0.24529417671802994,0.9665169615275616,0.30534748052084926,0.3138052891397457,1.0869394868349627,0.6756587692548284,0.39403199240518627,0.6430526233481897,0.33561517996898405,0.23684210526315788,0.3076923076923077,0.6815428349123204,0.0025000000000000005,0.25105102738535434,2,0.05547952651977539,1.041971206665039,4960,5000,0.05026093125343323,5000,5000,8,outer,64,0.3,28b23077aecd,-0.01990088865167916
shared_pair,misspec_0.3,both,latent,identity,0.1,2,13396,11408,76,True,202,74,294,368,1,6.3125,0,0.6276483017700902,0.5096237353255186,1.3681521882387013,0.7385217647106906,1.1213175594158311,1.0589228297736484,0.6622224215822999,0.6081598666272194,0.034477994373974724,0.13795897123417072,0.0945108000696489,0.22912082759342894,0.0535459910254145,0.16419274565042036,0.07249830077210086,0.26925508495124256,0.19543412277414127,0.9749588346869207,0.5905067920684814,0.6637760400772095,0.6634971332151967,0.6956231010395416,0.22385235323365743,0.22385235323365743,0.263843067162655,1.1709628959070058,0.24383715199575395,0.33981888005968863,1.2098652825705591,0.5741062801932366,0.2845715486520882,0.5361030595813204,0.280403075408996,0.23469387755102042,0.20689655172413793,0.0,0.0,0.0,0.0,0.6362839341163635,0.626801571672411,0.5110442302482917,1.3664176275099402,0.7398950434362194,1.1198789422307638,1.0582433284603139,0.6636114390402434,0.6086625859014658,0.589545488357544,0.6625910401344299,0.6634971332151967,0.6956231010395416,0.22448699702602565,0.22448699702602565,0.2678437141039096,1.168476027526882,0.24308432647794778,0.3403354886236325,1.209372108967967,0.5724959742351047,0.28298225254189696,0.5368115942028986,0.2799557599661288,0.23469387755102042,0.20689655172413793,0.7719694947770736,0.0025000000000000005,0.2690346561113594,2,0.07285714894533157,0.9238318204879761,4920,5000,0.07249830663204193,5000,5000,8,outer,64,0.3,28b23077aecd,-0.3407845979465469
