role,entity,n_rows,usable,mse_base,mse_pair,incremental,true_sd,bucket,contrast,fold_key,max_similarity_to_train,incremental_blind,key,block,screen,endpoint,representation,partition,fold,tag
amine,161,53,True,0.0773477074702811,0.0700165591845193,0.0947817139710134,0.3058801930910191,test_e1n,primary,p0f0,0.4444444444444444,0.0240355235380748,sensitivity/all/protocol/yield/ecfp4/k5/p0f0/encoding_protocol,sensitivity,all,yield,ecfp4,0,0,encoding_protocol
amine,167,46,True,0.1165580236644488,0.1008009395910024,0.1351866098794568,0.3778649958284886,test_e1n,primary,p0f0,0.3076923076923077,-0.0098312120196464,sensitivity/all/protocol/yield/ecfp4/k5/p0f0/encoding_protocol,sensitivity,all,yield,ecfp4,0,0,encoding_protocol
amine,168,6,True,0.0407874295594732,0.0393446742405702,0.0353725482209974,0.2232578688422874,test_e1n,primary,p0f0,0.1875,-0.0577858681994136,sensitivity/all/protocol/yield/ecfp4/k5/p0f0/encoding_protocol,sensitivity,all,yield,ecfp4,0,0,encoding_protocol
amine,173,65,True,0.0216127404533724,0.0288077538695169,-0.3329061130247273,0.0959129065821616,test_e1n,primary,p0f0,0.1935483870967742,0.0408630127438481,sensitivity/all/protocol/yield/ecfp4/k5/p0f0/encoding_protocol,sensitivity,all,yield,ecfp4,0,0,encoding_protocol
amine,182,97,True,0.0228490188570567,0.0118787699849239,0.4801190344654444,0.0035078863041757,test_e1n,primary,p0f0,0.1428571428571428,0.0848923552726128,sensitivity/all/protocol/yield/ecfp4/k5/p0f0/encoding_protocol,sensitivity,all,yield,ecfp4,0,0,encoding_protocol
amine,183,56,True,0.0673059990411396,0.0712382341310809,-0.0584232482388047,0.279797362779176,test_e1n,primary,p0f0,0.2631578947368421,-0.0573864152821883,sensitivity/all/protocol/yield/ecfp4/k5/p0f0/encoding_protocol,sensitivity,all,yield,ecfp4,0,0,encoding_protocol
amine,186,13,True,0.2990207756001943,0.3379568640578687,-0.1302119840319517,0.3240991467484556,test_e1n,primary,p0f0,0.3333333333333333,-0.0579794853775421,sensitivity/all/protocol/yield/ecfp4/k5/p0f0/encoding_protocol,sensitivity,all,yield,ecfp4,0,0,encoding_protocol
amine,197,8,True,0.064292565268763,0.0608916753959304,0.0528970940670336,0.2810395901825933,test_e1n,primary,p0f0,0.1830985915492957,0.0216052115160034,sensitivity/all/protocol/yield/ecfp4/k5/p0f0/encoding_protocol,sensitivity,all,yield,ecfp4,0,0,encoding_protocol
amine,204,36,True,0.0325587771422914,0.0275283015943257,0.1545044374971773,0.1590243416278109,test_e1n,primary,p0f0,0.2758620689655172,0.0448923490899602,sensitivity/all/protocol/yield/ecfp4/k5/p0f0/encoding_protocol,sensitivity,all,yield,ecfp4,0,0,encoding_protocol
amine,216,8,True,0.1213435902713718,0.1716677509258084,-0.4147245070126248,0.3510148712254632,test_e1n,primary,p0f0,0.2542372881355932,-0.0112799866220474,sensitivity/all/protocol/yield/ecfp4/k5/p0f0/encoding_protocol,sensitivity,all,yield,ecfp4,0,0,encoding_protocol
amine,220,57,True,0.1052789988678958,0.1136917507712082,-0.0799091176186874,0.3241393298343919,test_e1n,primary,p0f0,0.1212121212121212,-0.1044987089696289,sensitivity/all/protocol/yield/ecfp4/k5/p0f0/encoding_protocol,sensitivity,all,yield,ecfp4,0,0,encoding_protocol
amine,223,43,True,0.1895112826575617,0.2082433248040787,-0.0988439415523609,0.3511066787560579,test_e1n,primary,p0f0,0.2926829268292683,-0.0057073232031243,sensitivity/all/protocol/yield/ecfp4/k5/p0f0/encoding_protocol,sensitivity,all,yield,ecfp4,0,0,encoding_protocol
amine,226,25,True,0.0573981529415541,0.0537505448240942,0.0635492246793043,0.2359137077407754,test_e1n,primary,p0f0,0.225,0.0458939871187848,sensitivity/all/protocol/yield/ecfp4/k5/p0f0/encoding_protocol,sensitivity,all,yield,ecfp4,0,0,encoding_protocol
amine,227,59,True,0.1264558458400279,0.090788971444075,0.2820500243308086,0.412462755125469,test_e1n,primary,p0f0,0.3023255813953488,-0.0541347464901307,sensitivity/all/protocol/yield/ecfp4/k5/p0f0/encoding_protocol,sensitivity,all,yield,ecfp4,0,0,encoding_protocol
