role,entity,n_rows,usable,mse_base,mse_pair,incremental,true_sd,bucket,contrast,fold_key,max_similarity_to_train,incremental_blind,key,block,screen,endpoint,representation,partition,fold,tag
acid,158,18,True,2.2287109991026393,2.384925901208236,-0.0700920407215177,1.3288457249440329,test_e1a,primary,p0f2,0.2894736842105263,-0.1567490919784944,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,165,6,True,1.2752885206221685,0.984106350647072,0.2283265043686262,1.7857174897559396,test_e1a,primary,p0f2,0.3695652173913043,-0.1507543470559904,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,168,2,False,0.5601667293649449,0.6616447736153434,-0.1811568572904052,0.2885286128904948,test_e1a,primary,p0f2,0.6382978723404256,-0.1965562536271303,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,169,35,True,1.9537936776885911,1.958687659586993,-0.0025048611602589,1.4953918814773497,test_e1a,primary,p0f2,0.6415094339622641,-0.1057984065998312,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,183,27,True,2.887377135886732,3.1921404476049777,-0.1055502268582766,1.6122566587888112,test_e1a,primary,p0f2,0.6666666666666666,-0.1241860482652328,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,184,76,True,2.143705448704625,2.8153383751873213,-0.3133046692065568,1.3451252761680734,test_e1a,primary,p0f2,0.3695652173913043,-0.139715525815554,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,197,30,True,0.8577895743456717,0.9263121070159084,-0.0798826830257362,1.3775855007420337,test_e1a,primary,p0f2,0.6785714285714286,-0.0622161230415925,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,203,4,True,1.4944688496260816,1.526561128133058,-0.0214740364210375,0.9217096993343572,test_e1a,primary,p0f2,0.6,0.0683546085270926,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,205,15,True,3.864364183193717,2.499956324127565,0.3530743466156786,1.0172735905787258,test_e1a,primary,p0f2,0.5208333333333334,0.0526794134670237,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,206,119,True,2.5602680955793153,3.164912534284998,-0.2361645015807885,1.487246966379424,test_e1a,primary,p0f2,0.3055555555555556,-0.0718785484412023,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,231,22,True,3.0155589998348606,2.750960876452085,0.0877443032609428,1.788119841031372,test_e1a,primary,p0f2,0.6285714285714286,0.0246564239219408,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,234,8,True,5.729537151210524,5.7513873901782855,-0.0038136132799393,1.6820207821994175,test_e1a,primary,p0f2,0.6764705882352942,-0.0186584115942072,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,243,53,True,1.203672837315923,1.3125873049285557,-0.0904851087738272,1.7008613421183167,test_e1a,primary,p0f2,0.3333333333333333,-0.0019664741969742,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,249,11,True,1.0215399396727174,1.1502476760347369,-0.1259938367199378,1.197222679470977,test_e1a,primary,p0f2,0.3947368421052631,-0.0617212915627809,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,253,2,False,0.0843207120014538,0.0210713572776749,0.7501046092054866,0.6675588640995294,test_e1a,primary,p0f2,0.76,-0.2705630054116921,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,256,7,True,4.977948886102309,3.2935021944583167,0.3383816769084786,1.322807611688115,test_e1a,primary,p0f2,0.3636363636363636,0.0612640298826915,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,257,31,True,2.1746256685251812,1.7772120708444448,0.1827503479944942,1.544948655665021,test_e1a,primary,p0f2,0.4848484848484848,0.0761471602662352,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,258,37,True,2.637847962626857,3.3020199488550297,-0.2517855447463955,1.3648330196596383,test_e1a,primary,p0f2,0.5454545454545454,-0.1534756643430253,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,264,109,True,1.885355690065526,2.141366747347946,-0.1357892617458949,1.772099680255042,test_e1a,primary,p0f2,0.2926829268292683,0.079903254073395,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,267,10,True,0.4589937074745469,0.9807910004088992,-1.1368288593875508,1.2885645236092909,test_e1a,primary,p0f2,0.4857142857142857,0.0173985389917588,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,268,10,True,0.9895544445676838,1.2845010684104294,-0.2980600263703548,0.8519341453002655,test_e1a,primary,p0f2,0.1935483870967742,0.199279814595828,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,269,4,True,4.309644008701982,3.899269577015186,0.0952223503514844,1.5167357705751034,test_e1a,primary,p0f2,0.4242424242424242,0.0430166859965844,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,270,53,True,5.373724365425448,4.53775463354874,0.1555661725516364,1.612432747548121,test_e1a,primary,p0f2,0.1818181818181818,0.1367476681930458,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,12,10,True,2.5650953985388076,3.992512569272953,-0.5564772255828245,1.501591508450082,test_e1n,primary,p0f2,0.2340425531914893,-0.1222800311525076,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,22,10,True,1.7764037322137392,2.4015372221510285,-0.351909579225131,1.4504418269825643,test_e1n,primary,p0f2,0.2258064516129032,-0.1698454429723617,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,24,85,True,1.5773500397658793,1.9632442739010472,-0.2446471768514013,1.5803083565135865,test_e1n,primary,p0f2,0.1228070175438596,-0.1569643412651427,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,29,11,True,1.84127069912225,2.0359298587936023,-0.1057200116007646,1.573531102779144,test_e1n,primary,p0f2,0.3,-0.0309159639597034,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,31,10,True,4.1775707354922815,3.2598921059738317,0.2196680050733626,1.5576542187820783,test_e1n,primary,p0f2,0.2058823529411764,-0.0288591143512415,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,35,2,False,1.244578424290199,1.3234334035027304,-0.0633587869382386,0.4962236800326198,test_e1n,primary,p0f2,0.303030303030303,-10.288735955160965,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,37,7,True,0.8858236413654483,1.4088031692374468,-0.5903878644126661,1.446114487198806,test_e1n,primary,p0f2,0.3,-0.0195273184762578,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,45,10,True,1.0392249370172986,0.8127846556358191,0.217893425490145,1.7034963970066697,test_e1n,primary,p0f2,0.1666666666666666,-0.0538370277720396,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,52,89,True,1.490452124093813,1.8351441593376616,-0.2312667610530732,1.6695649599977636,test_e1n,primary,p0f2,0.3333333333333333,-0.1630284581388092,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,64,10,True,1.144878457184897,1.3425367388256055,-0.1726456467062223,1.3404799355890156,test_e1n,primary,p0f2,0.2666666666666666,-0.1890290060407891,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,69,64,True,1.3966406643456533,1.3980172426767492,-0.0009856352934853,1.3353233940441327,test_e1n,primary,p0f2,0.296875,-0.0170919134324316,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,71,12,True,1.7354313213764585,1.9986196654524049,-0.1516558683908035,1.525185175690685,test_e1n,primary,p0f2,0.2575757575757575,-0.0096584318026493,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,72,48,True,1.058767370327068,0.9699490012088146,0.0838884646499977,1.5121724494305,test_e1n,primary,p0f2,0.34375,-0.0935155144975248,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,76,10,True,1.8702535599351584,1.7378341634768872,0.0708029110570771,1.9908101965329243,test_e1n,primary,p0f2,0.1818181818181818,-0.0444527343242819,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,77,56,True,0.8836089846915912,0.8327160874487269,0.0575966271558766,1.2852627238295833,test_e1n,primary,p0f2,0.1538461538461538,-0.1110080537376001,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,96,34,True,13.2013727299835,15.144845792789692,-0.147217497949444,1.7134790593448963,test_e1n,primary,p0f2,0.2131147540983606,-0.1482286556536396,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,97,9,True,0.4716386161364865,0.5737122533478397,-0.2164234091930554,1.559191939408166,test_e1n,primary,p0f2,0.15,-0.0313334054236258,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,98,8,True,7.447112541096412,7.180887240456082,0.0357487951432428,1.6432929560182157,test_e1n,primary,p0f2,0.2142857142857142,0.0739046173880506,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,103,28,True,3.2827894245120524,2.534580214442958,0.2279187341357743,1.6427450107421977,test_e1n,primary,p0f2,0.2708333333333333,0.0869908396104156,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,105,101,True,1.1461370850920647,1.270375120583713,-0.1083971866085014,1.5457810951453663,test_e1n,primary,p0f2,0.4,-0.1442491218362529,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,111,41,True,1.632426144856195,1.3741884738657342,0.1581925600764068,1.560586812272856,test_e1n,primary,p0f2,0.3142857142857143,-0.1133099197980931,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,112,43,True,2.57894230841391,2.197925687821402,0.1477414284722169,1.2686550767561504,test_e1n,primary,p0f2,0.293103448275862,0.0667972770318972,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,113,104,True,2.051242043533268,1.6722152478434658,0.1847791667905401,1.4694687059087648,test_e1n,primary,p0f2,0.22,0.1064615702930559,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,116,4,True,0.1340654823473595,0.2215283010906748,-0.65238879696641,0.7781653507295753,test_e1n,primary,p0f2,0.2549019607843137,-0.0754005869845642,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,122,28,True,1.2596152533002274,1.448514182387415,-0.1499655776573578,1.4481019601827008,test_e1n,primary,p0f2,0.5945945945945946,0.1418161932095041,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,127,39,True,4.160068993420061,3.510981236515638,0.1560281230746601,1.6417990700825793,test_e1n,primary,p0f2,0.5370370370370371,0.0902437348848453,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,129,36,True,1.176540529160357,1.2770388428029376,-0.0854184884853066,1.4062380271392485,test_e1n,primary,p0f2,0.3720930232558139,-0.0585690063291142,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,130,26,True,1.921772412714131,2.199780476794508,-0.1446623243424256,1.296051083846907,test_e1n,primary,p0f2,0.4482758620689655,-0.1325806523404848,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,132,30,True,1.927424251085902,2.1880488645273712,-0.1352191212155988,1.3032865420765547,test_e1n,primary,p0f2,0.5789473684210527,-0.1049495755426492,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,133,46,True,3.4204738095904315,3.8924148840602375,-0.1379753510015375,1.26419214013685,test_e1n,primary,p0f2,0.3404255319148936,-0.131859001976484,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,134,55,True,1.6692674480923806,1.4515653298901992,0.1304177580716432,1.350350727407113,test_e1n,primary,p0f2,0.3,-0.0903491487332652,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,136,16,True,1.7817902831919434,1.80611437366345,-0.0136514890113397,1.5894226579265471,test_e1n,primary,p0f2,0.145631067961165,-0.0314034772414164,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,140,16,True,2.7798010382998206,2.2424386753128784,0.1933096489940169,1.5323103112506766,test_e1n,primary,p0f2,0.3243243243243243,-0.0507067526278466,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,148,22,True,2.0879310148289205,1.703951945732897,0.1839040975822113,1.3319925744126415,test_e1n,primary,p0f2,0.3095238095238095,-0.1033189955728581,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,149,10,True,0.590901732691224,0.6622632099193001,-0.1207670806837286,1.8649461271457344,test_e1n,primary,p0f2,0.4054054054054054,-0.1481357233402209,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,152,10,True,2.549831517889128,3.479473359057665,-0.364589516854878,1.4732037277928558,test_e1n,primary,p0f2,0.2608695652173913,-0.1653103979690673,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,165,10,True,1.8908217202041355,1.6574673528937098,0.1234142620729111,1.7236363457172617,test_e1n,primary,p0f2,0.2608695652173913,0.0131807200421829,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,175,21,True,0.840789022473493,0.709245160105152,0.1564528780137445,1.0676994926489274,test_e1n,primary,p0f2,0.2727272727272727,0.0179869161872329,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,176,49,True,1.1725209290082514,0.9752036288669808,0.1682846721620283,1.4581782069100262,test_e1n,primary,p0f2,0.1923076923076923,0.0110440647925202,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,180,9,True,3.3887396652894104,2.857920230797084,0.1566421404185949,1.8188732947441224,test_e1n,primary,p0f2,0.1818181818181818,-0.0351716385280722,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,188,65,True,1.2466061238099886,1.1706796382463214,0.0609065558988383,1.6060070651622842,test_e1n,primary,p0f2,0.2558139534883721,0.0495407181279878,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,202,24,True,4.046472521796495,4.030260857957859,0.0040063694369136,1.1743121842799098,test_e1n,primary,p0f2,0.2926829268292683,0.1416484421181598,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,212,7,True,3.9025288513524967,4.992432752208742,-0.2792814460496604,2.2268519524042545,test_e1n,primary,p0f2,0.123076923076923,-0.1134986212740485,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,215,9,True,1.8807226065288256,2.428158722460749,-0.2910775432972032,1.4333810368932078,test_e1n,primary,p0f2,0.1702127659574468,-0.2199525819921768,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
amine,224,32,True,3.852385243101294,3.3263190967436747,0.1365559551188913,1.2335061455937035,test_e1n,primary,p0f2,0.4482758620689655,0.1464129058214385,positive/all/chemistry/yield/shuffled_both/k5/p0f2/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,2,scale0.25_shuffled_both
acid,27,37,True,1.785177768598916,1.7868599292597571,-0.000942293081636,1.1771481038032017,test_e1a,primary,p0f4,0.4523809523809524,-0.0323958874742138,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,28,55,True,1.5176074664277437,1.8650700563068328,-0.2289541910972354,1.6000788179904712,test_e1a,primary,p0f4,0.603448275862069,-0.0149803130352716,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,39,27,True,1.6737817265541195,1.7794624656789917,-0.0631389012368064,1.449188892649404,test_e1a,primary,p0f4,0.6481481481481481,0.0074667222565246,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,47,39,True,4.863494233559503,4.803508361470188,0.0123339042278276,1.0190528633883429,test_e1a,primary,p0f4,0.5522388059701493,0.0172008916829958,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,49,36,True,1.1388446227082627,1.1248094284736618,0.0123240641916753,1.2772486339857123,test_e1a,primary,p0f4,0.4736842105263157,-0.0482668771592968,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,55,8,True,1.6531271708110968,1.7850069086385747,-0.0797759181241766,1.84994866803199,test_e1a,primary,p0f4,0.5384615384615384,-0.1008214784200824,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,58,92,True,2.149774439173165,2.023800199427909,0.0585988173688154,1.4314458546104856,test_e1a,primary,p0f4,0.3953488372093023,-0.0022409353244468,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,60,44,True,1.9614627985082544,2.0256044209194624,-0.0327009120234089,1.5267313164331964,test_e1a,primary,p0f4,0.3191489361702128,0.0228141723793113,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,65,12,True,2.6631624852436966,2.054797795562219,0.2284369403115139,2.462247935855975,test_e1a,primary,p0f4,0.6909090909090909,0.0146081573482238,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,66,28,True,1.6622969714185416,1.5222636212338538,0.0842408742796352,1.539227535345578,test_e1a,primary,p0f4,0.26,-0.0191081304013469,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,74,2,False,0.0280071097609086,0.0206958526555847,0.2610500393556738,0.4746063499410018,test_e1a,primary,p0f4,0.3018867924528302,0.5870494302427693,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,88,3,True,4.4039968386709045,4.881870322128889,-0.1085090432540372,2.5609789200983997,test_e1a,primary,p0f4,0.24,-0.0876560688093579,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,89,23,True,3.4753797393459487,3.211865828655345,0.0758230554512571,1.907237618437693,test_e1a,primary,p0f4,0.2318840579710145,0.0313320442598091,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,102,28,True,3.9803685799408015,3.6637543374901567,0.079543950790445,1.4337161963692049,test_e1a,primary,p0f4,0.2692307692307692,0.0504534413065983,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,104,2,False,0.0182474974897632,0.0472157239034864,-1.5875177640097893,0.4962236800326198,test_e1a,primary,p0f4,0.4857142857142857,-0.1892109391233694,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,106,14,True,1.4082598451353543,1.570866310410051,-0.1154662371695105,1.336325666756306,test_e1a,primary,p0f4,0.2702702702702703,-0.0650382213408562,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,108,13,True,3.381803808183768,3.588773657873595,-0.061201022125817,1.3952988922215352,test_e1a,primary,p0f4,0.65,-0.0323957757354345,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,119,12,True,1.465184713394935,1.5182127143038484,-0.0361920244076556,1.0681741841838297,test_e1a,primary,p0f4,0.5925925925925926,-0.0631346537021682,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,128,33,True,0.9140885635005224,0.9762524641799086,-0.0680064308444341,1.1441235070615996,test_e1a,primary,p0f4,0.6585365853658537,-0.0040738211360391,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,130,10,True,2.692830767844374,2.5893316695647197,0.038435054855863,1.5955107062738163,test_e1a,primary,p0f4,0.5806451612903226,-0.0548402486961852,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,143,12,True,1.7524654109485382,1.4904500949525836,0.1495124037022427,1.7919509665908526,test_e1a,primary,p0f4,0.2258064516129032,-0.0202133062251421,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,144,50,True,2.3053836719496927,2.2736596923478047,0.0137608242774872,1.6588921847197615,test_e1a,primary,p0f4,0.2321428571428571,0.0119347952999272,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,148,8,True,1.9037350505878297,1.4701844620166749,0.227736831570803,1.3770162394482452,test_e1a,primary,p0f4,0.6896551724137931,-0.0606794885080381,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,149,2,False,0.7230538638344486,0.7314031160752293,-0.0115472064508495,0.2768802755692123,test_e1a,primary,p0f4,0.6551724137931034,0.4451004981215738,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
acid,155,31,True,3.3247418204312535,3.3231281798781667,0.0004853431154174,1.249945183394912,test_e1a,primary,p0f4,0.282051282051282,0.0954975163994116,positive/all/chemistry/yield/shuffled_both/k5/p0f4/scale0.25_shuffled_both,positive,all,yield,shuffled_both,0,4,scale0.25_shuffled_both
