screen,drug,label,incremental_skill,skill_better,skill_base,max_sim_to_train,n_pairs,stratum
PANC1,31,Doxorubicin HCl,0.30974474561060006,0.6550776639842453,0.5009722505849744,0.8533333333333334,270,high
PANC1,32,Erlotinib HCl,-0.029702579539160334,0.2518204994404765,0.27274206548950275,0.3830409356725146,270,medium
PANC1,33,Estramustine phosphate,-0.11559741577866056,-0.09802480226109973,0.01758979270907916,0.22321036451471232,270,low
PANC1,34,Etoposide,0.1883262208648725,0.364991865677086,0.21730522072496075,0.7530864197530865,270,high
PANC1,35,Everolimus,0.16782811298736044,0.49046988334299363,0.39236299102185684,0.8727272727272727,270,high
PANC1,36,Exemestane,-0.03714541296760099,0.057459733695847816,0.09020828753082266,0.21043771043771042,270,low
PANC1,37,Floxuridine,0.06660562144779836,0.19942631307404568,0.1419334959610802,0.4716981132075471,270,medium
PANC1,38,Fludarabine Phosphate,0.17506325910581744,0.054640443157369156,-0.1459333682910854,0.4615384615384615,270,medium
PANC1,39,Fluorouracil (5-FU),-0.05848589553747363,-0.45736041198627947,-0.3833373730037483,0.3406404470234257,270,medium
PANC1,40,Fulvestrant,-0.08067941541852308,0.08486954295573768,0.15690052731105938,0.24242424242424243,270,medium
PANC1,41,Gefitinib,-0.1476812613085401,-0.03580087909541648,0.09345574811953576,0.4444444444444444,270,medium
PANC1,42,Gemcitabine HCl,-0.1644608699984038,-0.10487693373697697,0.052865257987085155,0.5361111111111111,270,high
PANC1,43,Hydroxyurea,-0.03772349849633816,0.17013429010222794,0.20382514012509292,0.19354838709677416,270,low
PANC1,44,Ifosfamide,-0.009889764992684347,0.15686353581166926,0.1646061070108512,0.22891963109354416,270,low
PANC1,45,Imatinib Mesylate,-0.0503511506687655,0.19313197322502174,0.2319090584288017,0.4360725563633694,270,medium
PANC1,46,Imiquimod,0.08833332509413327,0.2775458257555654,0.2085971084168101,0.20895522388059704,270,low
PANC1,47,Irinotecan HCl,-0.01936642616452966,0.2604612570870684,0.27457567235806557,0.5161290322580645,270,high
PANC1,48,Ixabepilone,0.018844129982502955,0.08909061805721386,0.07093181953235535,0.1595959595959596,270,low
PANC1,49,Lapatinib Ditosylate,-0.016966222687990085,0.167606358605255,0.18454122651512203,0.31683168316831684,270,medium
PANC1,50,Lenalidomide,0.054330317409722384,-0.0479012344280918,-0.10701858958135986,0.5454545454545454,270,high
PANC1,51,Letrozole,-0.02015575994323604,-0.37106876381020215,-0.343909742708805,0.26,270,medium
PANC1,52,Lomustine; CCNU,0.023445617509837424,0.28441537549517243,0.2673509645065262,0.5277777777777778,270,high
PANC1,53,Mechlorethamine HCl,-0.03486133588320994,-0.11641717046522952,-0.08112673676908533,0.22847222222222222,270,low
PANC1,54,Megestrol acetate,0.02186431177811221,-0.017212482090701548,-0.042165143572424256,0.21955430006277465,270,low
PANC1,55,Melphalan,0.03333752363739029,0.046138229334477456,0.013147646788286763,0.4669189795346229,270,medium
