tag,screen,representation,coverage,fold_key,partition,fold,model,n_params,synthetic_target,mse,mse_zero,skill,pearson,spearman,mae,rmse,sign_accuracy,n_pairs
control_random,A375,random,1.0,p0f0,0,0,lowrank,15490,False,0.03898035471050854,0.04720622579083599,0.17425394516340076,0.44784909326804423,0.3838816755740851,0.1457589403803447,0.19743443142093667,0.7095808383233533,900
control_random,A375,random,1.0,p0f4,0,4,lowrank,8641,False,0.030817664623714835,0.042738339298179884,0.2789222714363335,0.5344861071285418,0.4603734243293305,0.13180219782133815,0.1755496073015113,0.7762039660056658,900
control_random,A375,random,1.0,p0f2,0,2,lowrank,15580,False,0.05073797410836878,0.06240251652380649,0.1869242310282102,0.432448596415723,0.33755840850832325,0.1689903442882138,0.22525091366822195,0.7197149643705463,900
control_random,A375,random,1.0,p0f5,0,5,lowrank,8676,False,0.050909061336059866,0.0627908918204923,0.18922856707307834,0.44064071259933546,0.4568653706156839,0.15161617747784803,0.22563036439287126,0.7621621621621621,900
control_random,A375,random,1.0,p0f3,0,3,lowrank,15220,False,0.03605336043711611,0.049716285185832335,0.2748178931238764,0.5398895191806972,0.4320634305309843,0.13243721999137137,0.18987722464033466,0.729903536977492,900
control_random,PANC1,random,1.0,p0f1,0,1,zero,0,False,0.029085872123542585,0.029085872123542585,0.0,,,0.11768620779,0.17054580652582046,,900
control_random,PANC1,random,1.0,p0f0,0,0,zero,0,False,0.02475102825608407,0.02475102825608407,0.0,,,0.10717258571333334,0.15732459520394154,,900
control_random,PANC1,random,1.0,p0f2,0,2,zero,0,False,0.030094389082679626,0.030094389082679626,0.0,,,0.11534724906777778,0.17347734458043687,,900
control_random,PANC1,random,1.0,p0f3,0,3,zero,0,False,0.03431265894358678,0.03431265894358678,0.0,,,0.12617947214444444,0.18523676455711155,,900
control_random,PANC1,random,1.0,p0f4,0,4,zero,0,False,0.0305336392038994,0.0305336392038994,0.0,,,0.11970558801333334,0.17473877418563802,,900
control_random,PANC1,random,1.0,p0f5,0,5,zero,0,False,0.020459058036238174,0.020459058036238174,0.0,,,0.09716873035000001,0.1430351636355137,,900
control_random,PANC1,random,1.0,p0f6,0,6,zero,0,False,0.02117219936406537,0.02117219936406537,0.0,,,0.09735119630777778,0.14550669869138455,,900
